Weight,ProductVisibility,MRP,EstablishmentYear
1.857073685,-1.349860166,-0.357206626,0.139890583
-0.536069042,-0.540868658,1.702021255,0.498248498
-0.235481067,0.316980778,0.638194125,0.020437945
-1.329158855,0.028719576,1.914199661,0.737153775
0.192278744,0.591934384,0.282137487,1.334416966
-1.776572495,1.58798131,-0.18645943,-1.293541076
-0.397336131,-0.657267349,-1.487330811,1.334416966
-0.697924106,0.974867602,-1.225504852,0.139890583
-1.225109171,-0.307082667,-0.946518095,0.498248498
0.342572732,0.678928566,-1.338598495,0.139890583
-1.038975847,1.798594724,0.275154081,1.095511689
1.568046786,0.568057314,0.672088563,0.737153775
-1.111810626,-0.986426301,1.457482302,-1.293541076
-0.80197379,-0.225683499,0.679667404,-0.099014693
1.163409127,-1.042772986,-1.061741062,0.139890583
1.255897734,1.303508218,-0.492994721,0.020437945
-0.420458283,-0.057553585,-0.865189565,-1.532446353
0.989992987,1.204934749,0.53962066,0.139890583
0.654721784,-1.349860166,0.152863569,0.498248498
-1.585814741,-0.2258616,0.742686335,0.020437945
-0.651679802,-0.331755888,0.769639436,0.498248498
0.273206276,0.175287935,0.331189606,1.095511689
-0.934926164,2.502704449,-0.558100908,0.020437945
-0.351091827,0.33184762,-1.644069125,0.020437945
-1.545350975,0.817575001,0.166361154,1.095511689
-1.111810626,-0.984641895,1.420267671,1.334416966
-0.420458283,2.266313921,-0.216606516,-1.532446353
-0.420458283,0.390521862,0.640834746,-1.532446353
-0.420458283,-0.409738319,-1.691419079,-1.532446353
-0.420458283,-0.268473009,1.544134141,-1.532446353
0.735649315,-0.801053718,-0.619543881,0.737153775
-1.714142685,1.108742764,0.931231833,1.334416966
-0.701392429,-0.321598525,1.664806625,0.737153775
-0.774227208,0.602290487,-1.383861194,1.095511689
1.487119254,0.467996662,-0.530636511,0.020437945
-0.791568821,-1.349860166,-0.486522612,0.139890583
0.932187607,0.070688121,0.940386632,0.737153775
-0.490980846,-0.982211201,1.592632895,-1.293541076
-0.651679802,-0.496335208,1.362144891,0.139890583
-0.050503851,0.315343481,0.460932751,0.737153775
0.041984757,-0.701868333,-0.641131602,-0.099014693
0.66628286,-0.950995134,1.54038679,1.334416966
-1.545350975,0.805384049,0.164743127,-0.099014693
-0.420458283,-0.222874169,1.404640763,-1.532446353
-0.791568821,0.342097623,-1.453352235,0.737153775
-0.420458283,-0.937181264,0.219629852,-1.532446353
-0.420458283,1.84397243,1.262422626,-1.532446353
-1.255167968,1.513440034,0.822908134,1.095511689
0.909065455,-0.812741714,0.45829213,-0.099014693
-0.420458283,0.118410956,-1.409196267,-1.532446353
-0.420458283,-0.368398239,-0.366403493,-1.532446353
0.354133808,-0.70587812,-0.006599503,0.498248498
1.024676215,-0.404423979,0.778794235,1.095511689
1.313703114,0.180736759,0.239046181,0.498248498
-0.718734043,-1.166198153,-0.290951639,1.334416966
1.972684445,-0.524209793,-0.36959748,-0.099014693
-0.536069042,-0.541250779,1.682604927,0.139890583
-1.581190311,-1.032775901,-0.941664013,1.095511689
1.602730014,-0.784807839,0.883244376,0.737153775
1.429313874,-0.263210864,-0.388502512,-0.099014693
-0.420458283,1.029480343,-0.466041621,-1.532446353
-0.420458283,0.980034499,-1.65262849,-1.532446353
0.781893619,-1.166802701,1.048072828,1.334416966
1.833951533,0.806065064,-0.783307671,1.095511689
-0.351091827,-0.746330243,1.616392009,-1.293541076
1.429313874,-0.637443516,-0.177900065,1.095511689
-0.420458283,-0.402520198,-0.627080652,-1.532446353
-0.420458283,-0.36482089,1.680986899,-1.532446353
1.313703114,0.17763895,0.21477577,-0.099014693
-0.420458283,-1.114286492,1.58407353,-0.099014693
-0.420458283,-0.585440217,0.074259798,-1.532446353
0.388817036,0.842649,0.002555296,-1.293541076
0.758771467,-1.349860166,0.456120738,-0.099014693
-0.166114611,-0.979600549,0.604257619,0.737153775
0.909065455,-0.531241652,-0.401362594,0.498248498
1.891756913,1.608728995,-0.867360958,0.737153775
-1.684083887,0.32462808,1.381477082,1.334416966
1.221214507,0.368370806,0.313391304,-0.099014693
-0.420458283,1.490184062,1.923396529,-1.532446353
-0.841281448,-1.164420445,-0.713305333,1.095511689
1.198092355,-1.349860166,1.847986744,-1.293541076
-1.12915224,1.600170655,0.444836615,0.020437945
-0.834344803,1.180098621,-0.740174296,0.737153775
-1.613561324,-1.225144408,-0.650244333,0.498248498
-0.375370086,-1.111416327,-1.090865556,-0.099014693
0.573794252,-0.432400761,-0.515605036,0.139890583
1.313703114,-0.942990275,-0.212347868,1.095511689
-0.038942775,-0.733721463,-0.385224388,-0.099014693
-0.420458283,-0.040264606,1.670214073,-1.532446353
2.053611977,-1.349860166,0.518586304,1.095511689
-0.929145626,-0.114886355,-1.66936213,0.020437945
-0.753417271,-1.14468009,1.134766736,1.095511689
-1.670210596,2.679757336,0.020395666,0.020437945
-0.270164295,-0.154982507,-0.598040297,1.095511689
-1.613561324,-1.349860166,-0.647008278,0.020437945
1.718340774,-0.481710786,-0.371768872,1.095511689
1.683657546,-0.844677069,-1.520160587,-1.293541076
-0.375370086,-0.017085142,-1.663954682,0.139890583
-0.670177524,0.183732245,-1.252415884,0.020437945
0.273206276,1.279350537,2.000977707,1.095511689
1.625852166,-0.136066018,1.592674963,0.498248498
-0.767290562,0.929381646,0.550351418,0.020437945
-0.420458283,1.534213576,-0.936767862,-1.532446353
1.949562293,-1.191339122,-0.591568187,1.095511689
0.620038556,1.145365122,1.395485964,1.095511689
1.279019886,-0.973779121,-0.754225246,0.737153775
-1.04244417,0.057633379,1.67830421,0.737153775
-0.420458283,-1.177899401,0.181988063,-1.532446353
-0.050503851,-0.721115625,-1.075280716,-0.099014693
1.221214507,-1.015648494,-1.569212705,-1.293541076
0.388817036,-0.48325895,0.659186413,1.095511689
0.643160708,-0.18269312,0.006898081,0.139890583
0.504427796,0.686944257,0.283202149,1.334416966
-0.420458283,2.346282984,0.267063944,-1.532446353
1.833951533,-1.349860166,0.735702929,0.139890583
-0.767290562,-0.942765635,0.461528185,-0.099014693
-0.119870307,-0.871185222,0.592931427,1.334416966
1.833951533,-0.805164408,0.67753808,1.095511689
-1.111810626,0.820036436,-0.467106283,0.139890583
-0.420458283,0.452451769,0.206685633,-1.532446353
1.279019886,-1.114059598,1.168745311,1.095511689
-0.74416841,-0.190742891,-0.410517393,0.498248498
-0.420458283,0.501700521,0.054801401,-1.532446353
-1.488701703,-0.83090594,0.118373697,-1.293541076
0.620038556,-0.011508346,-1.53902355,0.737153775
0.874382227,0.741556309,-1.003022848,0.737153775
2.065173053,1.897880908,0.602128295,0.139890583
2.030489825,2.027506514,-1.218479377,0.498248498
-0.119870307,2.203874797,-0.418096233,-0.099014693
0.654721784,-1.092888408,-0.132595297,1.334416966
-0.420458283,-1.349860166,-0.747711068,-1.532446353
-1.464423443,-1.231123734,0.738938984,1.334416966
-0.737231764,-0.261708821,0.200297661,1.095511689
-0.767290562,-0.29429589,0.166319085,0.139890583
-0.420458283,-0.326384407,1.690695064,-1.532446353
1.255897734,-0.623461438,1.766104849,0.139890583
-0.420458283,0.640993202,-0.160059695,-1.532446353
-1.154586607,0.602078077,-0.818862205,0.139890583
-0.050503851,-0.074218482,-1.368234285,-1.293541076
0.388817036,-1.349860166,-1.394080655,-0.099014693
0.122912288,1.188376871,-1.59829513,-1.293541076
-1.106030088,0.355585803,-0.365338831,-1.293541076
0.932187607,-1.070909171,-0.579177333,-0.099014693
-0.420458283,-1.036086246,-0.922247684,-1.532446353
-0.420458283,-0.106930664,0.132893875,-1.532446353
1.591168938,0.266339194,0.865446074,-1.293541076
1.510241406,-0.192212773,-0.143921489,0.498248498
0.504427796,-0.942594234,0.38990782,0.498248498
-1.354593222,0.367463315,0.054801401,0.020437945
0.423500264,-0.596676304,-1.616562659,1.334416966
1.833951533,0.708834235,1.678262141,0.020437945
0.781893619,-0.568448732,0.649478249,1.095511689
1.833951533,1.737442561,1.526419977,-0.099014693
-0.62855765,0.422746844,-0.582413388,0.737153775
1.891756913,-0.91992432,-0.798339145,0.737153775
0.007301529,1.956694016,0.243858195,0.737153775
-0.420458283,-1.349860166,0.400638578,-1.532446353
0.793454695,1.469044531,-0.677197433,-0.099014693
1.591168938,-0.616164869,0.616606404,-1.293541076
-0.420458283,-1.047052511,0.265403847,-1.532446353
-0.675958062,0.743674023,-0.892142666,-1.293541076
1.359947418,-0.130655949,1.301255284,-1.293541076
1.544924634,-0.784373398,-0.200468311,1.334416966
-1.737264837,-0.558640955,-0.245177644,1.095511689
-0.80197379,-1.013640241,-0.594250876,1.095511689
-0.154553535,0.239523842,-0.938981323,1.334416966
-0.675958062,0.827625929,1.551201685,1.095511689
-0.606591606,1.363136114,0.714626504,-0.099014693
1.475558178,-1.349860166,1.459100329,0.498248498
1.949562293,-0.843820125,-0.275878096,1.334416966
-0.792724929,-1.235432017,-0.657269808,0.139890583
0.065106909,-0.006449741,-0.342728516,1.334416966
0.065106909,0.375735138,0.575728559,-1.293541076
0.180717668,0.715907792,0.92637775,0.498248498
-0.697924106,-1.05733745,0.902618636,0.737153775
-0.420458283,-0.079306451,-0.268341325,-1.532446353
1.244336658,0.079947614,-0.935149834,0.020437945
1.279019886,-1.349860166,-0.218777909,0.498248498
-0.782319961,-0.511424018,-1.405960212,0.737153775
-0.270164295,1.163693111,-1.573513422,1.334416966
-0.420458283,-0.40153236,0.624143175,-1.532446353
-0.281725371,1.486448397,1.244666393,1.095511689
-0.536069042,-0.807810079,1.995016894,1.095511689
-0.420458283,2.679757336,-1.433466678,-1.532446353
0.111351213,0.560789858,-0.54737015,1.095511689
-0.560347302,-0.747079751,-0.394379187,1.095511689
0.238523048,-0.674469866,-1.278304322,1.095511689
-1.048224708,1.568446958,-0.587225401,0.498248498
-0.420458283,-0.310342465,-0.190760147,-1.532446353
0.932187607,0.078993501,0.908026084,1.095511689
-0.189236763,0.177338512,0.778752166,1.334416966
0.66628286,1.019566339,-1.697933257,1.095511689
1.625852166,-0.802607078,0.453438048,0.139890583
1.660535394,-1.349860166,1.49137674,-0.099014693
0.874382227,-1.065682816,-0.546305488,0.139890583
-0.420458283,-0.853785635,-0.538726648,-1.532446353
1.429313874,-0.39568614,0.074217729,1.095511689
-0.420458283,0.677520186,1.340557169,-1.532446353
0.643160708,0.734133646,0.088268679,-0.099014693
1.140286975,-0.361903331,-0.720288739,0.139890583
1.544924634,1.354746837,0.801957915,0.498248498
-0.397336131,-0.660651258,-1.484094756,-1.293541076
-0.420458283,2.679757336,-0.580241995,-1.532446353
0.66628286,1.00579377,-1.678516929,0.737153775
-1.496794456,0.839991413,1.153629699,-1.293541076
-1.329158855,0.680227214,0.835852353,1.334416966
2.030489825,-1.128146671,1.52859137,0.498248498
-1.719923223,1.451837527,-1.393015993,1.095511689
1.625852166,-0.658245983,0.557418961,0.139890583
-0.281725371,-0.415194926,0.523951682,-1.293541076
1.625852166,2.679757336,1.352436727,0.020437945
-0.675958062,2.219722714,-0.016818965,0.737153775
-0.97538993,-0.937378982,-0.880263109,0.737153775
-0.74416841,0.329212321,-1.515306504,0.498248498
-0.675958062,0.936203537,-1.603660509,1.334416966
-1.324534424,-0.801166037,-0.312497292,1.334416966
0.758771467,2.26682729,-0.447732023,1.334416966
1.972684445,-0.904801785,-0.588843429,0.737153775
1.244336658,-0.464134789,0.3591653,-1.293541076
0.007301529,-1.349860166,0.289162962,-0.099014693
-0.304847523,-0.152340071,1.621715319,1.095511689
-0.420458283,-0.98928816,0.157164286,-1.532446353
-0.420458283,-0.363782694,-0.231210832,-1.532446353
-0.420458283,-0.381328055,0.20298035,-1.532446353
0.643160708,0.057918958,1.885117237,1.095511689
-0.466702586,-0.779800489,-0.684734205,-0.099014693
-1.221640848,-0.891294425,1.991269542,1.095511689
0.076667985,-0.11291671,1.425121754,0.020437945
0.654721784,-0.766841184,0.164189761,1.095511689
1.718340774,-0.641160732,1.149882348,0.498248498
-1.613561324,-1.225203322,-0.679368826,0.139890583
-0.073626003,-0.640964016,0.648413587,0.737153775
-1.396213095,-0.768397446,-0.89806141,1.095511689
-0.420458283,1.458432024,-1.590758358,-1.532446353
-0.536069042,0.733998808,-0.473578393,0.498248498
-0.420458283,2.679757336,-0.781689643,-1.532446353
1.660535394,-0.800569211,0.710921221,0.020437945
-0.375370086,-0.083795234,0.529870427,-0.099014693
1.082481595,-0.258583005,-0.293676398,0.139890583
-1.280602335,1.581207585,-0.771981479,0.498248498
0.111351213,0.300425008,0.691504892,-0.099014693
0.781893619,-0.711266213,1.787097136,-1.293541076
1.244336658,-0.284630422,-0.240365631,0.498248498
-0.420458283,1.232639686,0.5552055,-1.532446353
1.741462926,-0.391373975,-0.212305799,1.095511689
0.909065455,-0.327763402,0.162529665,-0.099014693
-0.675958062,1.400209316,-0.862464807,0.139890583
1.047798367,-1.349860166,-0.484904584,0.498248498
-0.420458283,0.085733021,-0.488651936,-1.532446353
-0.51294689,-0.174780691,-0.38628905,1.334416966
-0.038942775,-0.810081914,-0.3103259,-0.099014693
-0.329125782,-0.785492797,-1.481412066,0.737153775
-0.420458283,1.25871968,-0.655098415,-1.532446353
-0.420458283,2.605174842,-0.69976568,-1.532446353
1.105603747,-0.541425958,0.384458304,-0.099014693
1.718340774,-1.090119335,0.758271175,0.737153775
0.816576847,-0.151896426,-1.422693852,0.139890583
0.585355328,-0.961492879,0.745880321,0.498248498
0.909065455,0.284792421,-0.809707406,0.498248498
0.643160708,0.600705551,-0.002810083,0.020437945
0.932187607,0.543067857,0.875154239,0.139890583
0.192278744,-0.833304286,0.602639591,1.334416966
-1.065566322,0.042808903,-1.370916975,0.498248498
0.585355328,-0.960700067,0.752352431,1.334416966
-0.819315404,-0.899007905,-0.465999552,-0.099014693
-0.420458283,0.023352373,-0.645901547,-1.532446353
-0.97538993,-1.349860166,1.169298677,0.139890583
-0.819315404,0.943501734,-1.552990363,0.737153775
-0.420458283,-0.993120973,1.343239859,-1.532446353
-0.420458283,2.17679989,0.699041664,-1.532446353
0.735649315,-0.800949934,-0.619543881,-0.099014693
-0.420458283,0.844677205,-1.581519422,-1.532446353
-1.048224708,0.501441426,-1.229252203,-0.099014693
-1.314129456,-1.217862322,-0.354566005,0.737153775
1.255897734,-0.731512194,-0.01358291,-1.293541076
-0.038942775,0.00507445,1.782754351,1.334416966
-0.51294689,2.137929175,1.65892995,0.737153775
0.238523048,-0.978110382,-1.035894693,0.139890583
1.510241406,-0.505615404,1.714965475,0.498248498
2.030489825,2.01786611,-1.245985843,-1.293541076
-1.390432557,1.229973417,-0.768234127,1.334416966
-1.315285563,0.821020455,0.385522966,-0.099014693
-0.050503851,0.059873326,0.603150888,0.020437945
-1.169616006,-1.049098643,-0.365808059,-1.293541076
-0.651679802,-1.121098408,0.702831084,1.334416966
-0.420458283,0.471942734,1.264594019,-1.532446353
1.024676215,-1.050619634,-1.05688698,0.020437945
-1.145337746,1.98581401,-0.784925698,-1.293541076
0.781893619,-1.167175618,1.0464548,0.498248498
1.128725899,-1.098152807,0.410900108,1.334416966
-1.415866924,0.937361232,-0.359420087,0.498248498
2.053611977,-1.349860166,0.568149719,0.139890583
-1.279446228,-0.472343648,-1.559973769,0.139890583
0.296328428,-0.310740301,-0.521523781,1.334416966
-0.80197379,-0.221104079,0.666723185,1.334416966
0.758771467,-0.609480632,-0.46229427,-1.293541076
1.024676215,-0.086540828,0.459314724,0.737153775
0.423500264,-0.622042101,1.63840689,-0.099014693
-0.420458283,0.035938844,0.738938984,-1.532446353
-1.328002747,0.232369791,0.058590821,1.334416966
-1.465579551,0.171846864,0.066638889,0.020437945
-1.546507083,-0.492601463,-0.558100908,0.020437945
1.938001217,2.193961002,0.686097445,-0.099014693
-0.304847523,0.871396119,-0.247860334,1.095511689
-1.454018475,-0.875084045,0.561124244,0.498248498
1.452436026,1.822923306,-0.674514744,0.737153775
-0.420458283,-1.0963871,-1.314370153,-1.532446353
-0.466702586,-1.1177035,-0.866765524,0.737153775
1.833951533,-0.956796465,1.316328827,0.139890583
1.013115139,-1.349860166,-0.669618593,0.139890583
-1.156898822,-1.030783843,0.163594327,-1.293541076
-0.51294689,-0.172928292,-0.405705379,1.095511689
-0.670177524,-1.349860166,-1.289630514,0.139890583
-1.429740216,0.312407911,0.147456122,1.334416966
-0.420458283,-0.716275733,0.649520317,-1.532446353
-0.420458283,-0.449106792,0.573515098,-1.532446353
1.891756913,-0.917410648,-0.806429282,1.095511689
0.354133808,-0.692140048,-1.667786171,1.095511689
0.065106909,0.1915402,1.815626196,-1.293541076
1.972684445,-0.164782166,-0.627122721,1.095511689
0.781893619,-1.349860166,1.774152917,0.139890583
1.706779698,-0.475251419,-0.508579561,1.334416966
-0.038942775,-0.13155793,0.317649952,-1.293541076
0.816576847,2.493665609,-1.65641791,0.020437945
-0.420458283,2.679757336,-1.704874595,-1.532446353
0.388817036,-0.472445867,-1.410260929,0.498248498
0.735649315,0.753074657,0.890781147,-0.099014693
-0.235481067,-1.197696166,0.903172001,0.139890583
-0.420458283,2.468852729,-0.979347871,-1.532446353
-1.531477684,-1.349860166,1.868425666,0.020437945
0.851260075,-0.156628403,1.335149722,0.498248498
-0.85977917,0.104729607,-0.783265602,1.334416966
-0.420458283,1.16840355,-0.749924529,-1.532446353
-1.119903379,1.754512744,1.631976849,0.139890583
-0.651679802,1.431978842,1.437512607,1.095511689
0.307889504,-1.076222697,-0.448838754,1.095511689
-0.050503851,1.051233751,1.320118247,0.139890583
-1.362685975,0.604454218,0.539578591,0.498248498
-1.139557208,0.590401371,1.802212748,0.498248498
-1.281758443,0.846570655,-0.956226259,-0.099014693
-1.237826354,-0.751637884,0.291845651,1.334416966
1.198092355,-0.804286761,1.865785045,-0.099014693
0.989992987,-0.773128253,0.61179439,0.498248498
-0.154553535,0.231758356,-0.900148665,-1.293541076
1.683657546,2.679757336,0.416776783,0.020437945
-0.420458283,-0.157831739,-0.26242258,-1.532446353
0.989992987,0.799013252,-0.358824653,0.737153775
-0.420458283,-0.545340851,0.376368167,-1.532446353
1.244336658,0.485510698,0.684521486,0.139890583
0.909065455,-0.328613961,0.194890213,-1.293541076
-0.166114611,-0.495338876,0.030615127,-0.099014693
-0.62855765,-0.853399131,0.758271175,0.020437945
-0.444736542,-0.726656045,-0.879751812,-1.293541076
-1.262104614,-0.585797378,1.442920055,0.498248498
-1.148806069,-0.753210549,-1.601489116,0.737153775
-0.813534866,0.146909456,1.126760736,1.334416966
-1.020478126,0.570904418,-0.493463949,0.020437945
-0.536069042,0.729781245,-0.441217845,-0.099014693
-0.420458283,0.721956364,-0.416989502,-1.532446353
0.700966087,-0.924785875,1.228528188,0.498248498
1.741462926,2.338044219,1.326036991,1.334416966
1.255897734,-0.620486613,1.767722876,1.095511689
-0.420458283,0.597598727,-1.330550427,-1.532446353
0.989992987,-1.009636882,-0.509090858,1.095511689
-1.522228823,-0.159258568,0.550351418,0.139890583
-1.333783285,-0.626219491,0.267063944,0.498248498
-0.420458283,-1.027005353,-0.656674374,-1.532446353
-1.148806069,-1.050123503,1.620097292,0.737153775
-0.971921607,-0.677358917,0.224483934,0.498248498
-0.420458283,1.855403168,1.296954567,-1.532446353
-0.986951006,2.093894089,-0.44935005,0.498248498
-1.01354148,-0.990358683,-1.494867582,1.334416966
1.140286975,0.884049665,-1.613837901,-0.099014693
-0.938394486,-0.671767472,-0.262933877,0.139890583
-0.420458283,0.831201985,1.192462357,-1.532446353
-0.420458283,0.270375756,1.54038679,-1.532446353
-1.34071993,-0.419106104,0.432999126,0.737153775
-0.420458283,2.187387562,-1.358526121,-1.532446353
-0.420458283,-0.276598641,0.756141851,-1.532446353
0.273206276,-0.90132534,0.625761203,0.737153775
-0.74416841,-1.349860166,-0.955630825,0.498248498
1.591168938,-0.868850048,0.687204175,1.095511689
2.088295205,0.272311216,-0.712156533,0.737153775
-0.986951006,2.106364045,-0.433169776,1.095511689
-0.420458283,-0.768459011,1.443984717,-1.532446353
